GeneSymbol,Platform,TCGA.05.4390.01,TCGA.05.4417.01,TCGA.05.4433.01,TCGA.44.5644.01,TCGA.44.6145.01
LRTOMT,geneExp,-0.280792649,-0.168325662,-0.138968036,-0.249620603,-0.22824379
LRWD1,geneExp,-0.190835284,-0.143568469,-0.136571618,-0.182613171,-0.176232402
LSAMP,geneExp,-0.295098466,-0.163312014,-0.167883312,-0.281298859,-0.235809915
LSG1,geneExp,-0.143083309,-0.116583078,-0.044083263,-0.115225374,-0.087205929
LSM1,geneExp,-0.002229126,-0.096000999,-0.121380795,-0.182613171,-0.183254838
LSM10,geneExp,-0.187868446,-0.124663446,-0.141325205,-0.198786252,-0.187332399
LSM11,geneExp,-0.268396924,-0.16384563,-0.15847947,-0.261382013,-0.226975215
LSM12,geneExp,-0.059729277,-0.061926225,-0.064131018,-0.165092342,-0.018340681
LSM14A,geneExp,0.324829514,0.123617396,0.108961692,0.531397897,0.380126391
LSM14B,geneExp,-0.081486089,-0.078391893,-0.059790789,-0.003062144,-0.022304961
LSM2,geneExp,0.075049967,-0.109036312,-0.12344757,-0.160599828,-0.162300773
LSM3,geneExp,-0.159754128,-0.116964228,-0.107533378,-0.173777893,-0.154032424
LSM4,geneExp,0.142157031,-0.069244293,-0.061444206,0.022844713,-0.012111086
LSM5,geneExp,-0.088267449,-0.115439626,-0.127271109,-0.062213662,-0.195487485
LSM6,geneExp,-0.219797287,-0.153707044,-0.142565265,-0.243112436,-0.220066041
LSM7,geneExp,-0.101547577,-0.134039731,-0.148662271,-0.134543221,-0.197073204
LSP1,geneExp,-0.097591793,0.054781779,0.133763035,-0.219601574,0.109762309
LSR,geneExp,1.04195679,0.052266191,1.286818852,2.430835065,0.314998897
LSS,geneExp,-0.099993516,-0.104233833,0.09428756,-0.099651314,-0.150181407
LST1,geneExp,-0.275036999,-0.146541429,-0.155482634,-0.281748108,-0.214629305
LTA4H,geneExp,0.479952793,0.483422612,0.303032207,0.448585791,0.487501842
LTB,geneExp,-0.286056667,-0.089216535,-0.131301327,-0.272164059,-0.170002806
LTB4R,geneExp,-0.248596813,-0.159895385,-0.158090908,-0.244707281,-0.247054876
LTB4R2,geneExp,-0.284693352,-0.173827935,-0.170588717,-0.277875558,-0.254937015
LTBP1,geneExp,-0.097733056,0.051275204,-0.08913904,-0.204327013,0.119842903
LTBP2,geneExp,0.060922155,0.516049017,0.234001801,-0.026872506,0.716524126
LTBP3,geneExp,0.31671875,0.340921449,0.038499002,0.338957835,0.134710096
LTBP4,geneExp,-0.217819395,-0.025412096,0.123739157,-0.131697954,0.058453145
LTBR,geneExp,0.366647814,0.329666862,0.114438662,0.744493061,0.424526364
LTK,geneExp,-0.269527154,-0.141052881,-0.155689313,-0.210466796,-0.258236419
LTN1,geneExp,-0.215135103,-0.126188048,-0.083248726,-0.149967531,-0.1498416
LTV1,geneExp,-0.169361019,-0.117421599,-0.125514346,-0.192945968,-0.148935477
LUC7L,geneExp,-0.088126164,-0.114601093,-0.130887969,-0.037055553,-0.200244624
LUC7L2,geneExp,0.004693496,-0.026379447,0.037864511,0.075856447,0.148995104
LUC7L3,geneExp,-0.008445349,-0.012148085,0.00210923,0.284758597,0.011787874
LUM,geneExp,2.155368903,3.86604899,0.25890649,1.108387127,3.02317051
LURAP1L,geneExp,-0.201854975,-0.118412598,-0.139878453,-0.214060812,-0.172607911
LUZP1,geneExp,-0.205952043,-0.073970552,0.010169678,-0.08003399,-0.087659
LUZP6,geneExp,0.337120696,0.229653211,0.311816024,0.12976668,1.043407583
LXN,geneExp,-0.226296078,-0.108578929,-0.135641557,-0.236223904,-0.162527317
LY6E,geneExp,-0.153537884,0.199008791,1.665866064,-0.06326191,0.345127452
LY6G5B,geneExp,-0.29793957,-0.174441587,-0.171500172,-0.252593146,-0.25393235
LY6G5C,geneExp,-0.299054249,-0.175966177,-0.173463614,-0.273362057,-0.256084384
LY75,geneExp,-0.222764124,-0.090829559,0.112660191,-0.132672836,-0.115903948
LY86,geneExp,-0.292979289,-0.15469803,-0.135951581,-0.286689871,-0.228221145
LY9,geneExp,-0.292838027,-0.16056774,-0.163233057,-0.283994354,-0.226522163
LY96,geneExp,-0.243108159,-0.136936458,-0.160649579,-0.140982504,-0.213383393
LYAR,geneExp,-0.229545462,-0.149971783,-0.133884806,-0.217355328,-0.216781358
LYL1,geneExp,-0.287045613,-0.16384563,-0.163749748,-0.273212307,-0.241699703
LYN,geneExp,0.461445366,0.266929641,0.053468692,0.303177923,0.150651055
LYNX1,geneExp,-0.29523975,-0.15873822,-0.163646415,-0.277555094,-0.24600379
LYPD1,geneExp,-0.280953709,-0.155095953,-0.174482528,-0.186075406,-0.236780585
LYPD3,geneExp,-0.300043195,-0.166513671,-0.160339567,-0.269768041,0.262104031
LYPD5,geneExp,-0.302727487,-0.169334177,-0.163129724,-0.284593352,-0.233431337
LYPLA1,geneExp,0.329491697,0.048912081,0.018230113,0.550266473,0.052223567
LYPLA2,geneExp,0.032807836,-0.042868749,0.077133295,0.0180527,0.00567156
LYPLA2P1,geneExp,-0.282665999,-0.170553861,-0.153519191,-0.279801339,-0.243738475
LYPLAL1,geneExp,-0.234490192,-0.123062624,-0.145252077,-0.251348715,-0.195940555
LYRM1,geneExp,-0.187727162,-0.136784005,-0.140808514,-0.13529197,-0.175779331
LYRM2,geneExp,-0.203681694,-0.07823866,-0.066508844,-0.166137618,-0.113729251
LYRM4,geneExp,-0.208071197,-0.115592091,-0.150625713,-0.216906079,-0.206587483
LYRM7,geneExp,-0.270939931,-0.156146399,-0.14287529,-0.229485122,-0.222218076
LYRM9,geneExp,-0.29453335,-0.163769397,-0.165093154,-0.27156506,-0.243398685
LYSMD1,geneExp,-0.220362402,-0.147379962,-0.158169446,-0.188004205,-0.199678309
LYSMD2,geneExp,-0.284926459,-0.147227497,-0.154655931,-0.222147341,-0.224370128
LYSMD3,geneExp,-0.144778654,-0.094019015,-0.10060967,0.002179118,-0.166265053
LYSMD4,geneExp,-0.278985705,-0.169777835,-0.138704527,-0.256564531,-0.237939304
LYST,geneExp,-0.265712633,-0.08128862,-0.05958411,-0.238170673,-0.162867106
LYVE1,geneExp,-0.268538208,-0.152868522,-0.159616197,-0.284593352,-0.204435448
LYZ,geneExp,0.564719601,0.837205653,98.36842672,0.072412182,2.850667564
LZIC,geneExp,-0.232371016,-0.143492237,-0.132644733,-0.211215545,-0.192202802
LZTFL1,geneExp,-0.226861193,-0.137851224,-0.118280625,-0.193245467,-0.204095641
LZTR1,geneExp,-0.159687722,-0.080102481,-0.09835791,0.102937342,-0.155504862
LZTS1,geneExp,-0.278992783,-0.106520724,-0.167676633,-0.262280511,-0.230712969
LZTS2,geneExp,-0.043906142,-0.023887494,0.000765824,0.039766542,0.05675418
M6PR,geneExp,0.230053153,0.386500084,0.260077316,0.437950499,0.324569798
MACC1,geneExp,-0.135454309,-0.094628863,0.245059073,0.011912917,-0.173174244
MACF1,geneExp,0.244301036,0.605009328,0.876253267,2.616376125,0.805663862
MACROD1,geneExp,-0.26938587,-0.133124965,-0.164989821,-0.22304584,-0.22958032
MACROD2,geneExp,-0.284361344,-0.16613252,-0.117040553,-0.253445233,-0.210325236
MAD1L1,geneExp,-0.17472958,-0.12550198,-0.114767098,-0.188303705,-0.203529326
MAD2L1,geneExp,-0.137997294,-0.153554591,-0.138845072,-0.192197219,-0.217800744
MAD2L1BP,geneExp,-0.155374491,-0.121919172,-0.10422653,-0.210167297,-0.20647422
MAD2L2,geneExp,-0.177555156,-0.118412598,-0.148972283,-0.122712927,-0.124923255
MADD,geneExp,-0.125282281,-0.037990025,0.068246157,0.029134246,-0.096606945
MAEA,geneExp,-0.009010464,-0.064365581,0.0001458,-0.052180364,-0.100118172
MAF,geneExp,-0.184053947,-0.005134935,-0.075394969,-0.089019017,-0.096946734
MAF1,geneExp,0.737926454,0.180484918,0.075169865,0.622745782,0.104891889
MAFB,geneExp,-0.197757906,-0.074046784,-0.053073759,-0.258985995,0.187575521
MAFF,geneExp,-0.09787434,-0.095010013,-0.023622162,0.006671632,-0.153352828
MAFG,geneExp,-0.146615262,-0.088301781,-0.013804963,-0.028669502,-0.068064109
MAFK,geneExp,-0.111876419,-0.057200734,0.02940311,0.715074539,-0.151659511
MAGED1,geneExp,0.610776231,0.620407777,0.539781699,1.229535406,0.956306619
MAGED2,geneExp,1.020482525,0.316250399,0.15525753,0.707205158,0.454428393
MAGED4,geneExp,-0.285912574,-0.17083362,-0.174808045,-0.203698065,-0.248074262
MAGED4B,geneExp,-0.217539657,-0.154494503,-0.173875934,-0.150296981,-0.214257798
MAGEE1,geneExp,-0.282100883,-0.171392383,-0.172223541,-0.283545105,-0.247702754
MAGEF1,geneExp,-0.054784548,-0.106215806,-0.10546659,0.040365541,-0.125149781
MAGEH1,geneExp,-0.121185213,-0.119937187,-0.150935725,-0.139934233,-0.204548711
MAGI1,geneExp,-0.198464306,-0.111628133,0.044374862,0.090831508,-0.217574217
MAGI2,geneExp,-0.285067721,-0.163693165,-0.164679796,-0.278453592,-0.246570106
MAGI3,geneExp,-0.208918881,-0.139604512,-0.104433209,-0.259585016,-0.186199733
MAGIX,geneExp,-0.247629058,-0.1569087,-0.1628197,-0.182463421,-0.242945615
MAGOH,geneExp,-0.158200067,-0.133963499,-0.138328369,-0.16733861,-0.142366093
MAGOHB,geneExp,-0.240706436,-0.126950349,-0.149488974,-0.170034128,-0.183934435
MAGT1,geneExp,0.667852574,0.307255264,0.219431015,0.683245047,0.251117314
MAIP1,geneExp,-0.239902551,-0.130924973,-0.145168375,-0.217505078,-0.204775237
MAK,geneExp,-0.303575149,-0.177109628,-0.174393662,-0.27950184,-0.25631091
MAK16,geneExp,-0.214753655,-0.128577854,-0.142400963,-0.202654298,-0.21360992
MAL,geneExp,-0.281818337,-0.16239726,-0.145872113,-0.287588369,-0.242039493
MAL2,geneExp,1.077276277,0.693207339,1.868307026,1.267122808,0.910773997
MALAT1,geneExp,-0.08171778,0.158201382,0.016882568,0.867523706,0.222936913
MALL,geneExp,1.407160471,1.758444212,0.20754704,0.785524751,0.147026564
MALSU1,geneExp,-0.092647064,-0.136097937,-0.151555762,-0.130499957,-0.214402779
MALT1,geneExp,-0.067640845,-0.118717516,-0.127684467,-0.147272014,-0.172607911
MAMDC4,geneExp,-0.292131628,-0.173755518,-0.16571319,-0.219302074,-0.230259916
MAML1,geneExp,-0.093876173,-0.050108305,-0.006980461,-0.163183022,-0.06251298
MAML2,geneExp,-0.291566512,-0.149209482,-0.118693983,-0.285491873,-0.179856892
MAML3,geneExp,-0.220221117,-0.133734801,-0.124894309,-0.214510061,-0.204661974
MAMLD1,geneExp,-0.256812119,-0.166818589,-0.168710027,-0.281897858,-0.237055827
MAMSTR,geneExp,-0.268114377,-0.17459404,-0.175013699,-0.275608325,-0.257443577
MAN1A1,geneExp,-0.066651899,0.102577934,-0.000577582,0.028535224,-0.075426353
MAN1A2,geneExp,-0.138844978,-0.08532881,-0.092549222,-0.227538376,-0.163320159
MAN1B1,geneExp,-0.08304015,0.002716748,-0.012771569,0.00113087,0.154955124
MAN1C1,geneExp,-0.23364253,-0.146465208,-0.157446076,-0.277854593,-0.218820129
MAN2A1,geneExp,0.018680024,-0.055599144,-0.034472742,-0.200882748,-0.084374298
MAN2A2,geneExp,-0.115110252,-0.093104261,-0.006984587,0.202545489,-0.001464158
MAN2B1,geneExp,0.381482003,0.362217034,0.233898468,-0.024326738,0.276262186
MAN2B2,geneExp,-0.124434619,0.041365316,0.060702412,-0.099801064,0.011221558
MAN2C1,geneExp,-0.109882976,-0.080907469,-0.074154896,0.006222383,-0.132851814
MANBA,geneExp,0.036339789,-0.096000999,-0.057103977,-0.113128878,-0.122884483
MANBAL,geneExp,0.046229249,-0.092875575,-0.021348708,0.022844713,-0.074180423
MANEA,geneExp,-0.243814537,-0.098135437,-0.114767098,-0.246107452,-0.155957932
MANEAL,geneExp,-0.257659802,-0.16422678,-0.15610267,-0.106839345,-0.214402779
MANF,geneExp,0.750358921,0.103187782,-0.019178586,0.232495611,-0.029440661
MANSC1,geneExp,-0.238022145,-0.083346837,0.143063544,-0.069401693,-0.053679428
MAOA,geneExp,0.589867103,0.247033632,0.105344832,-0.093661281,0.246360157
MAOB,geneExp,-0.289729905,-0.140976649,-0.099162918,-0.281748108,-0.191409942
MAP10,geneExp,-0.280829391,-0.161634959,-0.155379301,-0.253744732,-0.242266037
MAP1A,geneExp,-0.264723687,-0.089445221,-0.15372587,-0.249851217,-0.215195639
MAP1B,geneExp,-0.250030781,0.013617623,-0.157859434,-0.028519752,-0.219612989
MAP1LC3A,geneExp,-0.273906769,-0.165065302,-0.144218696,-0.227688126,-0.206587483
MAP1LC3B,geneExp,0.187507262,0.060194106,0.112681898,0.038568522,0.203545903
MAP1LC3B2,geneExp,-0.21343978,-0.144635688,-0.132024697,-0.256739749,-0.185973206
MAP1S,geneExp,-0.064250177,-0.084871427,-0.066301139,-0.124360174,-0.130133446
MAP2,geneExp,-0.064815292,-0.131295445,-0.140395157,-0.080333489,-0.120505905
MAP2K1,geneExp,-0.038054401,-0.004143949,0.045008328,0.106836847,0.090279552
MAP2K2,geneExp,0.38783951,0.084130294,-0.002437679,0.122728399,0.039084798
MAP2K3,geneExp,-0.094907502,0.025738182,0.056052158,0.140398954,0.161411245
MAP2K4,geneExp,-0.109459145,-0.095086234,-0.110633535,-0.129751186,-0.147916092
MAP2K5,geneExp,-0.274189316,-0.157747234,-0.139671775,-0.263628281,-0.217914007
MAP2K6,geneExp,-0.277862553,-0.167428437,-0.168193323,-0.161797826,-0.24158644
MAP2K7,geneExp,-0.179956879,-0.110713367,-0.111046893,-0.057421626,-0.164679351
MAP3K1,geneExp,-0.198605568,-0.096000999,-0.036849542,-0.037055553,-0.133644674
MAP3K10,geneExp,-0.22756757,-0.137622539,-0.155482634,-0.245508453,-0.208399728
MAP3K11,geneExp,-0.089538941,0.047463711,0.016680028,0.121979628,0.093905172
MAP3K12,geneExp,-0.250423533,-0.158175643,-0.163722889,-0.209747998,-0.241243244
MAP3K13,geneExp,-0.292055334,-0.170729182,-0.157082322,-0.278248424,-0.201983249
MAP3K14,geneExp,-0.261898133,-0.132667594,-0.0975095,-0.234277135,-0.169549754
MAP3K2,geneExp,-0.187727162,-0.058648336,-0.075084945,-0.197737981,-0.122544676
MAP3K20,geneExp,-0.126412511,-0.027784373,-0.071261406,0.15491729,0.035791042
MAP3K21,geneExp,-0.258507464,-0.145016839,-0.137191642,-0.218104077,-0.181216067
MAP3K3,geneExp,-0.184664254,-0.08908695,-0.066257738,-0.218791439,-0.100486273
MAP3K4,geneExp,-0.215276387,-0.125273282,-0.121897486,-0.202230517,-0.120505905
MAP3K5,geneExp,-0.205810758,-0.053083556,0.006242793,-0.141731253,0.03274194
MAP3K6,geneExp,-0.200300913,-0.094476398,-0.084695465,-0.098153817,-0.077465124
MAP3K7,geneExp,-0.218243225,-0.09089359,-0.089035707,-0.179168905,-0.074293704
MAP3K7CL,geneExp,-0.295098466,-0.155689028,-0.171500172,-0.275159076,-0.246570106
MAP3K8,geneExp,-0.249889497,-0.141434032,-0.150005677,-0.209418549,-0.200244624
MAP3K9,geneExp,-0.23138207,-0.162321028,-0.149592319,-0.239218921,-0.224143584
MAP4,geneExp,0.442514108,0.485099667,0.504233109,0.483477698,0.901486245
MAP4K1,geneExp,-0.286621782,-0.140138115,-0.155379301,-0.279052591,-0.186652803
MAP4K2,geneExp,-0.251019727,-0.121156871,-0.14339198,-0.215708059,-0.220858901
MAP4K3,geneExp,-0.101265009,-0.043402353,-0.004401121,-0.139185485,-0.110538574
MAP4K4,geneExp,0.435026371,0.3391956,0.230178262,0.092179256,0.371518235
MAP4K5,geneExp,0.043262411,-0.072598415,-0.08913904,-0.130649707,-0.126508974
MAP6,geneExp,-0.294392088,-0.154164426,-0.167056596,-0.23038362,-0.249854807
MAP6D1,geneExp,-0.277297438,-0.171087465,-0.173256935,-0.239218921,-0.255518069
MAP7,geneExp,-0.057751386,-0.023658808,0.00138586,0.069417165,0.015072575
MAP7D1,geneExp,-0.015791801,-0.017331727,0.071449659,-0.040799319,0.174096944
MAP7D2,geneExp,-0.290012451,-0.177338325,-0.173360268,-0.287887869,-0.258123156
MAP7D3,geneExp,-0.293685689,-0.159500521,-0.165506512,-0.278303842,-0.235923178
MAP9,geneExp,-0.232653584,-0.136784005,-0.130784636,-0.247604949,-0.247136439
MAPK1,geneExp,0.20827515,0.293305197,0.20465355,1.457156382,0.151443897
MAPK10,geneExp,-0.302444918,-0.169105492,-0.170156766,-0.289385388,-0.255064999
MAPK11,geneExp,-0.290860135,-0.159957904,-0.166229881,-0.234726407,-0.230712969
MAPK12,geneExp,-0.263260054,-0.155144747,-0.172098501,-0.245445559,-0.245180342
MAPK13,geneExp,0.360996684,0.016666827,0.085813767,-0.086024001,0.141703092
MAPK14,geneExp,0.106413692,-0.015502207,0.056568849,-0.027471504,0.109988836
MAPK1IP1L,geneExp,0.616992476,0.089466389,0.046338304,0.04126404,0.037499079
MAPK3,geneExp,0.148784388,-0.015380996,0.283947573,0.008233532,-0.031932503
MAPK6,geneExp,-0.037972466,-0.024039959,0.134383072,0.143693471,0.023340924
MAPK7,geneExp,-0.210222868,-0.137113314,-0.137501666,-0.1906997,-0.084618952
MAPK8,geneExp,-0.220786233,-0.133353663,-0.142771944,-0.23173139,-0.200131361
MAPK8IP1,geneExp,-0.253704019,-0.169867793,-0.16571319,-0.052629613,-0.229806846
MAPK8IP2,geneExp,-0.208071197,-0.165065302,-0.168193323,-0.146673015,-0.226295636
MAPK8IP3,geneExp,-0.108187631,-0.133429883,-0.070538036,0.176488882,-0.117787537
MAPK9,geneExp,-0.1495821,-0.04477449,-0.033749373,-0.168536608,-0.008713121
MAPKAP1,geneExp,-0.079366913,0.032217728,0.01936684,-0.069401693,0.153935738
MAPKAPK2,geneExp,0.314516223,0.328904561,0.203723489,0.326988262,0.498715103
MAPKAPK3,geneExp,-0.044047426,-0.063374595,-0.012874914,-0.23053337,-0.147916092
MAPKAPK5,geneExp,-0.140801679,-0.109691895,-0.132816276,-0.100244323,-0.140598027
MAPKAPK5-AS1,geneExp,-0.230838168,-0.147486681,-0.151694231,-0.121970146,-0.208695356
MAPKBP1,geneExp,-0.270092269,-0.151191455,-0.138741726,-0.225292108,-0.207153816
MAPRE1,geneExp,0.446328607,0.170879948,0.167554862,0.333277795,0.332894805
MAPRE2,geneExp,-0.057468839,-0.047976147,0.002315908,0.149234255,-0.116768151
MAPRE3,geneExp,-0.25836618,-0.137927457,-0.141015181,-0.214210562,-0.192202802
MAPT,geneExp,-0.288740959,-0.175585038,-0.174393662,-0.283844604,-0.255064999
01-Mar,geneExp,-0.243814537,-0.14577914,-0.159822876,-0.26392778,-0.202623203
02-Mar,geneExp,-0.252997619,-0.1569087,-0.152175785,-0.281897858,-0.214402779
01-Mar,geneExp,-0.28916479,-0.163083329,-0.158169446,-0.287438619,-0.229693583
02-Mar,geneExp,-0.172327857,-0.107740408,-0.113010335,-0.227837875,-0.168870157
03-Mar,geneExp,-0.288882243,-0.165980067,-0.141945241,-0.27021729,-0.242605826
05-Mar,geneExp,-0.047579357,-0.011385784,-0.070124678,-0.098752816,-0.006334561
06-Mar,geneExp,0.267753193,0.059355573,0.130146175,1.919137114,0.21623162
07-Mar,geneExp,0.043968788,0.034962002,0.021123604,0.050099317,0.097416382
08-Mar,geneExp,-0.247770321,-0.133124965,-0.130474612,-0.25479298,-0.182235453
09-Mar,geneExp,-0.103242901,-0.110332217,-0.125824358,-0.09530855,-0.216101761
MARCKS,geneExp,0.305898256,0.441953538,0.442539769,0.874177119,0.879059723
MARCKSL1,geneExp,1.125593368,0.267158327,1.052652826,1.029917784,0.399834545
MARCO,geneExp,-0.217960657,-0.129465938,0.305202328,-0.268570044,-0.163999755
MARF1,geneExp,0.027015422,0.082986855,0.108445001,0.182478893,0.121088815
MARK1,geneExp,-0.256812119,-0.129465938,-0.172223541,-0.123311926,-0.2264089
MARK2,geneExp,0.073495906,0.059431805,0.001592539,0.167354082,0.122221482
MARK3,geneExp,0.091014387,-0.03555067,-0.043669918,0.021347193,-0.093662051
MARK4,geneExp,-0.101123747,-0.061621307,-0.094409331,-0.200882748,-0.083128386
MARS,geneExp,0.362176354,0.088732294,0.103291486,1.238917282,0.068755764
MARS2,geneExp,-0.253986565,-0.152182442,-0.149798998,-0.220050845,-0.236602775
MARVELD1,geneExp,-0.098519974,0.030482737,-0.077614681,-0.153802655,-0.077437943
MARVELD2,geneExp,-0.188433562,-0.121919172,-0.072708157,-0.11971791,-0.199225239
MARVELD3,geneExp,-0.256337433,-0.130402803,-0.11944835,-0.22855816,-0.127803583
MASP1,geneExp,-0.303575149,-0.16941041,-0.167573287,-0.27965159,-0.255404788
MAST1,geneExp,-0.298347872,-0.177033395,-0.175427056,-0.266623275,-0.25789663
MAST2,geneExp,-0.136867086,-0.083270605,-0.065991115,0.061630135,-0.044278412
MAST3,geneExp,-0.232371016,-0.129999541,-0.121277449,-0.210916046,-0.191523205
MAST4,geneExp,-0.26331091,-0.121766707,-0.107016675,-0.249102469,-0.080070229
MASTL,geneExp,-0.185325439,-0.154393112,-0.134298151,-0.218104077,-0.178837506
MAT2A,geneExp,0.701618022,0.101053345,0.468787864,0.734310013,0.229143845
MAT2B,geneExp,-0.052524087,0.020554552,0.129732817,-0.180666424,0.063210284
MATK,geneExp,-0.292979289,-0.168953027,-0.159822876,-0.288187368,-0.246683369
MATN2,geneExp,-0.274048053,-0.102861696,-0.134194818,0.685042066,-0.121298764
MATN3,geneExp,-0.290436304,-0.158052152,-0.169640075,-0.27156506,-0.246909895
MATR3,geneExp,0.888299975,0.432253271,0.428072316,0.530628184,0.664855934
MAU2,geneExp,-0.109035314,-0.084947659,-0.056793952,-0.021032222,-0.097739594
MAVS,geneExp,0.144841301,0.06659742,0.182125661,0.396921826,0.055621514
MAX,geneExp,0.10259917,0.018801265,0.023603737,0.013260664,-0.049601867
MAZ,geneExp,1.066833006,0.229357435,0.227053298,1.632716544,0.272177847
MB21D1,geneExp,-0.270374816,-0.153630811,-0.155999337,-0.270367063,-0.216668095
MB21D2,geneExp,-0.290153736,-0.160643973,-0.157652755,-0.277255572,-0.236149704
MBD1,geneExp,0.031536322,-0.086472261,-0.077358399,-0.088270269,-0.050394727
MBD2,geneExp,0.07363719,-0.027622766,-0.049146874,0.053843083,0.058113355
MBD3,geneExp,0.053858248,-0.050339282,-0.063304303,0.033776509,-0.11914673
MBD4,geneExp,-0.177413871,-0.089216535,-0.073431527,-0.046789329,-0.087998789
MBD5,geneExp,-0.267831809,-0.155993946,-0.149488974,-0.232180639,-0.211684411
MBD6,geneExp,-0.017769693,-0.035703135,-6.09E-05,0.076754946,-0.018567207
MBIP,geneExp,-0.004630849,-0.085557495,-0.127994479,-0.094260302,-0.157543633
MBLAC1,geneExp,-0.279557876,-0.171087465,-0.174703674,-0.281598358,-0.255971121
MBLAC2,geneExp,-0.276025945,-0.168038273,-0.164059773,-0.2562905,-0.248495614
MBNL1,geneExp,0.075665937,0.206226991,0.224683725,0.292142788,0.420789758
MBNL2,geneExp,-0.145908862,0.011864335,0.139446683,0.046655052,0.056980706
MBOAT1,geneExp,-0.111295753,-0.138613525,-0.055140534,-0.248653197,-0.15505181
MBOAT2,geneExp,-0.230110577,-0.146770126,-0.10784339,-0.278603342,-0.064213092
MBOAT7,geneExp,0.162924897,-0.028766205,-0.02455221,-0.020582973,0.15201023
MBP,geneExp,1.082927406,-0.07244595,0.114128637,-0.01564121,0.035347044
MBTD1,geneExp,-0.177413871,-0.13663154,-0.126237715,-0.183511669,-0.172041596
MBTPS1,geneExp,0.292335559,0.205793243,0.162594596,0.432712232,0.385336601
MBTPS2,geneExp,-0.185184155,-0.098364123,-0.105879948,-0.224863824,-0.156524248
MC1R,geneExp,-0.246453614,-0.157866154,-0.164163106,-0.229501606,-0.235791788
MCAM,geneExp,0.026732876,0.41214764,-0.090689125,-0.005008913,-0.066138601
MCAT,geneExp,-0.228132685,-0.147608648,-0.153622537,-0.227987625,-0.222784409
MCC,geneExp,-0.279416614,-0.140747963,-0.154759264,-0.281598358,-0.221311953
MCCC1,geneExp,-0.213722326,-0.136707773,-0.113010335,-0.20717228,-0.191183416
MCCC2,geneExp,-0.06100077,0.003326584,0.02732393,-0.019983974,-0.069196758
MCEE,geneExp,-0.289306074,-0.162244795,-0.155792658,-0.252097463,-0.234450722
MCF2L,geneExp,-0.081062258,-0.061978055,-0.071837003,0.20179674,-0.178724243
MCFD2,geneExp,0.374567854,0.204652851,0.168412575,0.29718789,0.64234559
MCL1,geneExp,1.453640954,1.250295585,1.016277532,4.225746284,2.653246273
MCM10,geneExp,-0.176707494,-0.166361218,-0.166333227,-0.274709827,-0.234563985
MCM2,geneExp,0.107120069,-0.093561644,-0.087485622,0.03317751,0.006577682
MCM3,geneExp,0.268459571,-0.020380919,0.05873897,0.115989617,0.166847981
MCM3AP,geneExp,-0.003198296,-0.052494296,0.127520333,0.250374352,0.015832587
MCM3AP-AS1,geneExp,-0.30034554,-0.176936587,-0.172077832,-0.277613485,-0.256051537
MCM4,geneExp,0.605690239,-0.092951796,-0.045943372,0.397670575,-0.063646759
MCM5,geneExp,0.035209559,-0.071531196,-0.075601648,0.070764912,-0.039521273
MCM6,geneExp,0.056259993,-0.070692663,-0.068367915,-0.033761037,0.035686834
MCM7,geneExp,0.728294124,-0.057336427,0.005386118,0.50052829,0.25780448
MCM8,geneExp,-0.260061525,-0.161939877,-0.153105846,-0.152962548,-0.217121147
MCM9,geneExp,-0.298206588,-0.17459404,-0.170776802,-0.280999337,-0.24600379
MCMBP,geneExp,0.058379147,0.038239891,0.019263495,0.037969523,0.106024556
MCMDC2,geneExp,-0.296087411,-0.175737491,-0.173256935,-0.272463559,-0.251553771
MCOLN1,geneExp,-0.217819395,-0.121919172,-0.097096143,-0.201781246,-0.194807906
MCPH1,geneExp,-0.220503664,-0.116208022,-0.145355423,-0.232635878,-0.199012303
MCRIP1,geneExp,0.018256193,-0.016950576,-0.093789294,0.005174135,-0.111671222
MCRIP2,geneExp,-0.016639485,-0.135640554,-0.137294987,-0.115974145,-0.199904835
MCRS1,geneExp,0.056259993,-0.044088421,-0.061547552,0.139051207,-0.055944725
MCTP1,geneExp,-0.289023505,-0.139604512,-0.086865586,-0.280699838,-0.219612989
MCTP2,geneExp,0.023059639,-0.076791058,-0.120760758,0.146838237,-0.076898791
MCTS1,geneExp,-0.117088167,-0.076028757,-0.091929198,0.039317271,-0.120619168
MCU,geneExp,0.131702457,0.037401358,0.153087421,0.449634039,-0.01063863
MCUB,geneExp,-0.284926459,-0.158509535,-0.145458756,-0.25479298,-0.170455876
MCUR1,geneExp,-0.256953403,-0.097754287,-0.142358599,-0.213461813,-0.176911998
MDC1,geneExp,-0.069336191,-0.086396029,-0.068161236,0.224109582,-0.108273258
MDFI,geneExp,0.012605064,-0.127636418,-0.149488974,-0.078985719,-0.153692617
MDFIC,geneExp,-0.219514718,-0.054684378,-0.0348861,-0.163744595,0.248851999
MDGA1,geneExp,-0.297641473,-0.158890685,-0.164369784,-0.285641623,-0.24917521
MDH1,geneExp,0.136082071,0.056230148,0.045098232,0.119583632,0.121768412
MDH2,geneExp,0.600180394,0.115003411,0.19793652,0.36173042,0.10058782
MDK,geneExp,-0.055632209,0.275772311,0.876046588,0.027337227,0.489653877
MDM1,geneExp,-0.273765485,-0.158661988,-0.070744715,-0.256739749,-0.219952778
MDM2,geneExp,-0.009010464,0.010873349,0.570060011,0.050848088,0.17953368
MDM4,geneExp,-0.195780014,-0.095543617,-0.102056409,0.089483738,-0.149275285
